

WARNING ⚠️ inference results will accumulate in RAM unless `stream=True` is passed, causing potential out-of-memory
video 1/1 (frame 1433/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1434/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1435/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1436/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1437/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1438/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1439/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1440/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1441/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1442/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1443/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1444/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1445/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1446/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1447/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1448/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1449/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1450/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1451/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1452/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1453/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1454/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1455/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1456/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1457/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1458/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1459/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1460/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1461/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1462/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1463/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1464/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1465/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1466/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1467/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1468/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1469/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1470/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1471/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1472/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1473/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1474/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1475/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1476/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1477/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1478/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1479/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1480/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1481/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1482/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1483/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1484/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1485/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1486/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1487/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1488/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1489/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1490/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1491/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1492/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1493/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1494/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1495/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1496/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1497/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1498/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1499/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1500/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1501/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1502/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1503/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1504/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1505/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1506/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1507/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1508/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1509/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1510/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1511/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1512/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1513/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1514/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1515/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1516/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1517/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1518/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1519/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1520/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1521/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1522/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1523/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1524/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1525/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1526/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1527/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1528/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1529/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1530/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1531/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1532/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1533/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1534/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1535/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1536/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1537/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1538/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1539/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1540/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1541/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1542/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1543/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1544/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1545/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1546/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1547/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1548/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1549/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1550/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1551/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1552/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1553/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1554/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1555/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1556/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1557/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1558/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1559/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1560/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1561/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1562/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1563/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1564/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1565/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1566/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1567/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1568/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1569/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1570/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1571/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1572/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1573/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1574/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1575/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1576/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1577/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1578/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1579/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1580/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1581/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1582/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1583/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1584/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1585/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1586/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1587/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1588/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1589/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1590/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1591/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1592/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1593/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1594/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1595/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1596/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1597/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1598/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1599/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1600/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1601/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1602/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1603/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1604/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1605/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1606/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1607/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1608/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1609/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1610/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1611/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1612/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1613/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1614/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1615/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1616/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1617/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1618/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1619/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 1620/5592) /home/lenovo/data/liujiaji/Oildata/DJI_20240926150333_0001_Z.MP4: 480x800 (no detections), 7.3ms
